H0,H1,H2,uri,date
,". Hospital aide arrested in equipment, supply thefts. ",,https://abcnews.go.com/,2020-04-05 13:41:52.503580
,. South Dakota lawmaker dies of coronavirus. ,,https://abcnews.go.com/,2020-04-05 13:41:52.503580
,. Kobe Bryant voted into the Hall of Fame. ,,https://abcnews.go.com/,2020-04-05 13:41:52.503580
,". Trump, Dems clash on boosting mail-in voting. ",,https://abcnews.go.com/,2020-04-05 13:41:52.503580
,". Hospital aide arrested in equipment, supply thefts. ",,https://abcnews.go.com/,2020-04-05 13:41:52.503580
,. Virus pandemic disrupts Appalachian Trail dreams. ,,https://abcnews.go.com/,2020-04-05 13:41:52.503580
,. States lack key data on virus cases among medical workers. ,,https://abcnews.go.com/,2020-04-05 13:41:52.503580
,. Health care jobs a mounting casualty of virus. ,,https://abcnews.go.com/,2020-04-05 13:41:52.503580
,. 19 killed in drug gang battle in northern Mexico. ,,https://abcnews.go.com/,2020-04-05 13:41:52.503580
,. Virus limits bring new religious freedom tension. ,,https://abcnews.go.com/,2020-04-05 13:41:52.504583
,. Military recruiting struggles as stations close. ,,https://abcnews.go.com/,2020-04-05 13:41:52.504583
,. UN to decide on holding world leaders' meeting. ,,https://abcnews.go.com/,2020-04-05 13:41:52.504583
,". 9 rebels, 3 soldiers killed in Kashmir fight. ",,https://abcnews.go.com/,2020-04-05 13:41:52.504583
,. France turns to speedy trains in virus response. ,,https://abcnews.go.com/,2020-04-05 13:41:52.504583
,". Brazil lacks virus tests, other equipment: Report. ",,https://abcnews.go.com/,2020-04-05 13:41:52.504583
,". 4 soldiers, 63 jihadists killed in clash in Niger. ",,https://abcnews.go.com/,2020-04-05 13:41:52.504583
,. China honors virus victims with reflection. ,,https://abcnews.go.com/,2020-04-05 13:41:52.504583
,. Medics at cancer center in Egypt contract virus. ,,https://abcnews.go.com/,2020-04-05 13:41:52.504583
,. Starmer picked to lead UK Labour amid virus crisis. ,,https://abcnews.go.com/,2020-04-05 13:41:52.504583
,". Storm system impacts California with heavy rain. Trump hints firing Atkinson was payback. Actress Patricia Bosworth dies from coronavirus. Map: Tracking the spread of coronavirus in the US. 'The Flash' actor Logan Williams dies at age of 16. Wisc. GOP vows SCOTUS appeal on extended voting. South Dakota lawmaker dies of coronavirus. Kobe Bryant voted into the Hall of Fame. Trump, Dems clash on boosting mail-in voting. Hospital aide arrested in equipment, supply thefts. Granddaughter of RFK likely dead in canoe accident. Teens charged for a 'targeted' murder of a couple. ",,https://abcnews.go.com/,2020-04-05 13:41:52.545693
,". Storm system impacts California with heavy rain. Trump hints firing Atkinson was payback. Actress Patricia Bosworth dies from coronavirus. Map: Tracking the spread of coronavirus in the US. 'The Flash' actor Logan Williams dies at age of 16. Wisc. GOP vows SCOTUS appeal on extended voting. South Dakota lawmaker dies of coronavirus. Kobe Bryant voted into the Hall of Fame. Trump, Dems clash on boosting mail-in voting. Hospital aide arrested in equipment, supply thefts. Granddaughter of RFK likely dead in canoe accident. Teens charged for a 'targeted' murder of a couple. ",,https://abcnews.go.com/,2020-04-05 13:41:52.545693
,. Play. ABCNews.com. 0:58. Germany ships ventilators to Spain. Smoke rises from Italy's Mount Stromboli. 0:57. Giant Panda attempts to climb. 0:55. Manhattan Beach empty amid outbreak. 2:53. Connecticut National Guard converts sports arena in Danbury into a temporary hospital. 0:59. ,,https://abcnews.go.com/,2020-04-05 13:41:52.546697
,". South Dakota lawmaker dies of coronavirus. Kobe Bryant voted into the Hall of Fame. Trump, Dems clash on boosting mail-in voting. Hospital aide arrested in equipment, supply thefts. Granddaughter of RFK likely dead in canoe accident. Teens charged for a 'targeted' murder of a couple. ",,https://abcnews.go.com/,2020-04-05 13:41:52.546697
,. Virus pandemic disrupts Appalachian Trail dreams. States lack key data on virus cases among medical workers. Health care jobs a mounting casualty of virus. 19 killed in drug gang battle in northern Mexico. Virus limits bring new religious freedom tension. 2 dead in suspected terrorist knife attack . Military recruiting struggles as stations close. Detroit police soldier on in face of COVID-19 . Learning from online coronavirus screening project. UN to decide on holding world leaders' meeting. ,,https://abcnews.go.com/,2020-04-05 13:41:52.546697
,". 9 rebels, 3 soldiers killed in Kashmir fight. France turns to speedy trains in virus response. Brazil lacks virus tests, other equipment: Report. Experts see potential for fraud in COVID aid. 4 soldiers, 63 jihadists killed in clash in Niger. China honors virus victims with reflection. Medics at cancer center in Egypt contract virus. South Korea's COVID-19 test makers in high demand . Starmer picked to lead UK Labour amid virus crisis. RBG continues 'essential' Supreme Court workouts . ",,https://abcnews.go.com/,2020-04-05 13:41:52.546697
,. Play. ABCNews.com. 0:58. Germany ships ventilators to Spain. ,,https://abcnews.go.com/,2020-04-05 13:41:52.588808
,. Smoke rises from Italy's Mount Stromboli. 0:57. ,,https://abcnews.go.com/,2020-04-05 13:41:52.588808
,. Giant Panda attempts to climb. 0:55. ,,https://abcnews.go.com/,2020-04-05 13:41:52.588808
,. Manhattan Beach empty amid outbreak. 2:53. ,,https://abcnews.go.com/,2020-04-05 13:41:52.588808
,. Connecticut National Guard converts sports arena in Danbury into a temporary hospital. 0:59. ,,https://abcnews.go.com/,2020-04-05 13:41:52.588808
‘Code Blue’: A Brooklyn I.C.U. Fights for Each Life in a Coronavirus Surge,"Nearly every patient was on a ventilator. Some were in their 80s, some in their 30s. Medical workers were falling fast and had to be resourceful — “the alternative,” one said, “is death.”",https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
Coronavirus Live Updates: New U.S. Hot Spots Emerge; Trump Predicts ‘a Lot of Death’,"The president appeared to suggest that the U.S. government was stockpiling an anti-malarial drug in the hope of treating the virus. In Finland, decades of stocking up on protective gear has given the country an advantage.",https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
How New Jersey’s First Coronavirus Patient Survived,"James Cai’s case was completely new to his doctors. When he grew severely ill, he tapped a network of Chinese and Chinese-American medical colleagues who helped save his life.",https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
Italy’s Virus Shutdown Came Too Late. What Happens Now?,Italy underestimated the spread of the virus at first. These maps show why the country’s nationwide lockdown came too late to contain it.,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
"Coronavirus Strands China’s Students, in a Dilemma for Beijing",The government fears returnees who have been studying abroad could worsen the outbreak. But leaving them hanging risks making the authorities look like they can’t protect people.,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
"Finland, ‘Prepper Nation of the Nordics,’ Isn’t Worried About Masks","Unlike their neighbors, the Finns never stopped stockpiling after the Cold War. Now Finland sits on an enviable supply of medical and survival gear in the Covid-19 era.",https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
Gaps in Amazon’s Virus Response Fuel Warehouse Workers’ Demands,Shifting sick-leave policy and communication issues are causing employees to assert themselves after they stayed on the job.,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
Another Thing to Fear Out There: Coronavirus Scammers,The authorities say there has been a surge in fraud and cons seeking to capitalize on fears of the virus.,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
What’s the Best Material for a Mask?,"Scientists are testing everyday items to find the best protection from coronavirus. Pillow cases, flannel pajamas and origami vacuum bags are all candidates.",https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
"With Campaigns in Remote Mode, Pandemic Upends Battle for Congress","As retail campaigning has become all but impossible amid the public health crisis, candidates tread carefully in an uncertain political environment.",https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
Trump Proceeds With Post-Impeachment Purge Amid Pandemic,The president’s decision to fire the intelligence community’s inspector general under cover of darkness indicated that his hunt for those he considers disloyal continues.,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
24 Hours in a Pandemic Nation,A virtual recovery meeting. A police officer donned in a face mask. A pastor without a congregation. A funeral director trying to bury the dead. This is a new America.,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
"They’re the Last Couple in Paradise. Eventually, It May Bankrupt Them.","Surrounded by a fleet of staff, who are also stranded, one couple is trapped in an eternal honeymoon in the Maldives.",https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
All I Wanted Was to Be Interrogated,"On a reporter’s 27-hour journey from Hong Kong to New York City, hardly anyone seemed to care about her health.",https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
11 of Our Best Weekend Reads,E.M.T.s under siege. A submerged forest. Egypt’s female lion tamers. 36 hours wherever you are. Alison Roman’s Seder table. Jared Kushner. And more.,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
"News Quiz: Coronavirus, Ventilators, Ellis Marsalis Jr.",Did you follow the headlines this week?,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
"Coronavirus, Masks, Larry David: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
‘Everything Is Always Keep Changing’,Cheryl Strayed calls the author George Saunders to chat through the uncertainties of this moment.,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
How to Thrive in Online Life,A video game pro tells us to embrace the mess of our pandemic lives.,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
Delicious Vinyl,We examine when culture from our past — like the 20-year-old comedy “High Fidelity” — gets reborn … as “High Fidelity.”,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
What We Pretend to Know About the Coronavirus Could Kill Us,"Today’s propaganda is tomorrow’s truth, and vice versa.",https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
Coronavirus in America: A Highlight Reel,More than half of humankind is putting life on hold so that others may live. We asked readers to share the moments that are inspiring them through a time of crisis.,https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
We Will Need New Ways to Grieve,"After presiding over our church’s memorial service for my friend, I realized I needed my own ritual to mark the loss.",https://api.nytimes.com/svc/topstories/v2/home.json?api-key=eBq6OD6zH4nB44UytxFeMNsJtL8A4pdv,2020-04-05 14:31:02.308802
